SMILES,COD ID,Bandgap
CC(C(N)=O)C(N)=O,2011375,4.1127899999999995
COC(=O)C(C)(C)NNc1ccc(CC(=O)OC(C)(C)C)cc1,4026754,3.337676
FC(F)(F)C(OC1(Cc2ccccc2)CCCc2ccccc2O1)C(F)(F)F,1542951,4.22719
c1ccc2c(c1)p1p3p2p2p4c5ccccc5p(p43)p12,7102897,1.9471329999999998
C=CCSSCC=C,2006354,3.4242139999999996
COC(=O)CC(C(=O)[O-])N1CC[NH+](C)CC1.O,1519905,3.5366239999999998
O=C(c1ccccc1)c1ccc(Br)cc1,2102798,2.754252
CCOc1cccc(/C=N/Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1O.CN(C)C=O,2227480,1.664688
Cc1c[nH]c[nH+]1.O=C([O-])/C=C\C(=O)O,1520153,2.4910419999999998
CCOC(=O)C1=NN(c2ccc(OC)cc2)C(=O)C[C@@H]1c1ccc(Cl)cc1,7154724,2.4497780000000002
Cc1sc2ccccc2c1S(C)(=O)=O,2010885,3.4749679999999996
CC1=C2C=CC=C2[C@@H]2C(=O)NC(=O)[C@H]12.CC1=C2C=CC=C2[C@H]2C(=O)NC(=O)[C@@H]12,1507463,2.310066
NC(=O)CCCCC(N)=O,7111201,4.397138
c1ccc(-c2cncc(-c3ccccc3)c2)cc1,7218413,3.333452
CC(C)C[C@H]([NH3+])C(=O)[O-],2005171,4.802084
Cc1ccc(C(=O)Nc2ccccn2)cc1,7212663,3.3783760000000003
O=C(O)CCc1ccc(OCC(=O)O)cc1,8102103,3.6090959999999996
Clc1ccc(Cl)c(Cl)c1,7220022,3.812487
Cc1ccc(-n2c(-c3ccccc3)cnc2C(=O)c2ccccc2)cc1,1542891,2.567381
C=CC[C@@]1(C)O[C@H](COC(=O)c2ccc([N+](=O)[O-])cc2)CC1=O.C=CC[C@]1(C)O[C@@H](COC(=O)c2ccc([N+](=O)[O-])cc2)CC1=O,1513955,1.670002
C=C1C(=O)O[C@]2(C)N1C(=O)O[C@@]2(C)OC,1543389,3.446828
C[C@]1(O)CC[NH+]2c3ccccc3C[C@@H]21.[Cl-],1504910,3.761254
CC(C)(C)NC(=O)C12Cc3ccccc3CN1C(=O)c1ccccc12,7117457,3.307583
CC1(C)O[C@H]2O[C@H]3[C@H](O[P@@](=O)(Oc4ccccc4)O[C@@H]3c3ccc(Cl)cc3)[C@H]2O1,4024226,4.017657
CCOC(=O)C(=O)Nc1ccccc1,2013612,2.83061
Fc1cc(F)cc(CN2CCN(Cc3cc(F)cc(F)c3)CCN(Cc3cc(F)cc(F)c3)CCN(Cc3cc(F)cc(F)c3)CC2)c1,1508608,3.0217419999999997
OC[C@@H]1[C@@H](OCc2ccccc2)[C@@H](O)[C@@H](O)CN1Cc1ccccc1,1511957,3.545692
CCOC(=O)C1=C(C)O[C@@]23C(=O)c4ccccc4C(=O)[C@@]12C1(CC1)C31CC1.CCOC(=O)C1=C(C)O[C@]23C(=O)c4ccccc4C(=O)[C@]12C1(CC1)C31CC1,4028375,1.982592
NC(N)=O,1544224,5.74054
Fc1ccc(C2=CC(=C3C=C(c4ccc(F)cc4)OC(c4ccc(F)cc4)=C3)C=C(c3ccc(F)cc3)O2)cc1,4001062,1.2295470000000002
O=[N+]([O-])[C@H]1[C@@H](O)[C@@H]2CCCC[C@H]2[C@@H]1c1ccc(Br)cc1,4020174,2.744406
Clc1cc(Cl)c(-c2ccccc2)cc1Cl,2204130,3.1671560000000003
c1ccc2c(-c3csc4ccccc34)c3sc4ccccc4c3cc2c1,4023085,2.3509080000000004
O=C1c2ccc(N3C(=O)C=CC3=O)cc2C(=O)N1Cc1ccccc1,2202678,2.0774850000000002
O=[N+]([O-])c1cc([N+](=O)[O-])c(NCCCCO)cc1NCCCCO,1516375,2.0839480000000004
C[C@H](NC(=O)CN1C(=O)CCSc2cccc(Cl)c21)c1ccccc1,4026407,3.3674530000000003
Fc1c(F)c(F)c(/C=C/C=C/C=C/c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,1505114,1.95291
C#CCOc1ccccc1C=O,2210951,2.918604
C[C@@H]1OC(=O)N(C(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)[C@H]1C(=O)N[C@H](CC(=O)OCc1ccccc1)c1ccccc1,4502463,3.9617620000000002
O=[N+]([O-])CC(OCc1ccco1)(OCc1ccco1)OCc1ccco1,4020281,2.338267
CCOC(=O)N/N=C/c1ccco1,2222226,3.005428
COc1ccc(/C=C/C(=O)c2ccc(Cl)cc2Cl)cc1OC,2209664,1.9682940000000002
c1ccc(CN2CCCC3(c4ccccc4)Oc4ccccc4N=C23)cc1,7150292,3.099197
CCOC(=O)C1(C(=O)OCC)N[C@@H](C#Cc2ccccc2)N(c2cccc(C)c2)[C@@H]1C#Cc1ccccc1.CCOC(=O)C1(C(=O)OCC)N[C@H](C#Cc2ccccc2)N(c2cccc(C)c2)[C@H]1C#Cc1ccccc1,1504948,2.933259
O=C(O)c1c2ccccc2cc2ccccc12,7215124,1.889103
c1ccc2c(c1)NB(B1Nc3ccccc3N1)N2,7001656,3.218695
O=S1(=O)c2ccccc2Oc2ccccc21,2018306,3.224465
C1#CC=CC#CC#CC=CC#CC#CC=CC#CC#CC=CC#C1,1502975,1.496204
COC(=O)[C@@]1(O)C[C@@H](c2ccc(Br)cc2)C2=C(O1)C(=NO)CC2,7153038,3.237523
O=C(O)c1ccc([N+](=O)[O-])cc1.O=C(O)c1ccc([N+](=O)[O-])cc1.c1c[nH]c(-c2ncc[nH]2)n1,2226071,1.1621400000000002
O=C(Nc1ccccc1)OCc1ccc(COC(=O)Nc2ccccc2)cc1,2209780,3.7548209999999997
COc1ccc(C2=CC=C(c3ccc(OC)cc3)[As]2c2ccccc2)cc1,7038911,1.9950269999999999
CC(=O)O[C@@H]1c2cc3c(cc2[C@@H](c2ccc4c(c2)OCO4)[C@@H]2C(=O)OC[C@@H]12)OCO3.CC(=O)O[C@H]1c2cc3c(cc2[C@H](c2ccc4c(c2)OCO4)[C@H]2C(=O)OC[C@H]12)OCO3,7154804,3.5152599999999996
O=C(Nc1ccccc1)c1cnccn1,7210752,2.622256
[Br-].[NH2+]=c1ccn([C@H]2C[C@@H]3C(F)(F)[C@]3(CO)O2)c(=O)[nH]1,4022633,2.688651
O.[NH3+]CC(O)CNC(=O)[O-],2211174,5.089333000000001
CC(=O)C[C@@H]1C(=O)CC(C)(C)CC(=O)[C@@H]2CCC[C@@H]12.CC(=O)C[C@H]1C(=O)CC(C)(C)CC(=O)[C@H]2CCC[C@@H]21,2006135,3.211415
O=C1c2ccccc2C(=O)c2c1nnn2-c1ccccc1,7154609,2.0151320000000004
O=C(O)/C(=C/c1ccc(Br)cc1)CP(=O)(O)O,1505509,2.577476
O=C(O)Cn1c(=O)c2cc3c(=O)n(CC(=O)O)c(=O)c3cc2c1=O.c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,7203481,0.947034
CN(C)C[Sn](C)(C)C,4077787,3.560966
N#C[C@@H]1C(=O)OC[C@H]2CC=CC[C@H]21,4117594,4.332093
Fc1nc(F)c(F)c(-c2ccc(-c3ccccc3)cc2)c1F,2008381,3.022318
COC(=O)[C@@H]1OC(c2ccccc2)=C[C@@H]2C(=O)N(C(C)(C)C)C(=O)[C@@]21C(=O)OC.COC(=O)[C@H]1OC(c2ccccc2)=C[C@H]2C(=O)N(C(C)(C)C)C(=O)[C@@]12C(=O)OC,7118331,3.313322
O=C1C(O)(c2ccccc2)c2ccccc2C1(c1ccccc1)c1ccccc1,1515617,2.901633
CCNC(=O)NC(=O)CCC(C)C,2103890,4.35358
O=C(O)/C=C/C(=O)O.O=C1CNC(=O)CN1,4505816,2.421287
CCC[C@H]([NH3+])C(=O)[O-],1543862,4.781876
CC(=O)Nc1nnnn1N(C(C)=O)C(C)=O,2222930,3.8851359999999997
Cc1c(C)c(Cn2cncn2)c(C)c(C)c1Cn1cncn1,7206488,3.713215
O=C1NC(O)CNc2nc[nH]c21,7154331,3.06124
Cc1cc(C)cc(-c2c(I)c([N+](=O)[O-])c(-c3ccccc3)n2-c2ccccc2)c1,1512367,2.45546
CC(=O)c1c(C)oc2cc(C)c(Cl)c(C)c2c1=O,7154084,2.923562
c1ccc(-c2cc(OCc3ccc4ccccc4c3)cc(-c3ccccn3)n2)nc1,7036058,2.7209710000000005
CB1c2cc3ccccc3cc2B(C)c2cc3ccccc3cc21,4071997,2.173603
COC(=O)/C(=C/c1ccccc1)[N+](=O)[O-],4020603,2.589748
CC(=O)O[C@H]1C[C@](C)(O)[C@H]2[C@@H](O)C[C@@H]12,1507617,4.698892000000001
COc1cc2ccn3c(=O)c4cc5c(cc4c(c1)c23)OCO5,4028256,2.308414
CC(C)[P]1(C(C)C)CC[P](C(C)C)(C(C)C)[Ni]1(C)O,4075640,2.749002
CO.O=C(O)[C@@H]1C[C@H](Oc2ccc(I)cc2)CN1C(=O)OCC1c2ccccc2-c2ccccc21,7154922,3.3754790000000003
C(C#Cc1cnc2ccccc2c1)#Cc1cnc2ccccc2c1.IC(I)=C(I)I,4505682,2.089256
COc1cc(OC)cc(N2CCCC2=O)c1,4020664,3.6047170000000004
Cc1ccc([C@H](C)[NH3+])cc1.[Cl-],2212074,4.344851
CO[C@H](c1ccccc1)[C@@H]1[C@@H](c2ccccc2)[C@H](O)C(=O)N1C,1540482,3.6212060000000004
c1ccc(-c2ccc3c(c2)Cc2ccccc2N3)nc1,4325398,2.393773
Nc1ccnc2ncnn12,7017744,3.32989
O=C(O)c1cc2ccccc2ccc1=O,2005354,2.761546
CCOC(=O)[C@]1(C(F)(F)F)OC(c2c(C)cc(C)cc2C)=C1C(C)(C)C,4107219,3.610828
c1ccc(-c2cn[nH]n2)cc1,1506095,3.712645
NNC(=[NH2+])N[NH3+].[Cl-].[Cl-],2203109,4.294599
CCCC(=O)Oc1ccc([N+](=O)[O-])ccc1=O,2200227,2.0403450000000003
Nc1ncccn1.O=C(O)CCCC(=O)O,2019898,3.391152
Nc1nccc[nH+]1.Nc1nccc[nH+]1.O=C(O)/C=C/C(=O)O.O=C([O-])/C=C/C(=O)[O-],2008366,2.06784
CN(/C(Cl)=C(\c1ccccc1)C(c1ccccc1)c1ccccc1)S(C)(=O)=O,7154766,4.135837
CCC,1511805,8.292259
C[C@H](C(=O)c1ccc(OCc2ccccc2)cc1)c1ccccc1,4101841,3.074086
O=C(O)c1cc([N+](=O)[O-])ccc1O,7208269,2.6536180000000003
Nc1ccc(Cl)cc1,1520159,2.7580359999999997
CN1C(=O)[C@]23O[C@]4(O)[C@@H](O)C(=O)N5C(C)(C)[C@H](Cc6cccc1c62)[C@H]3[C@@]54O,1517925,3.2141509999999998
CC(=O)Nc1cccc(C)c1C,2221827,4.117341
COC(=O)N/N=C/c1ccc(O)cc1,2218833,2.6721649999999997
CC(=O)c1ccncc1.CC(=O)c1ccncc1.O=C(O)/C=C/C(=O)O,2222407,2.560981
CC1(O)c2ccccc2-c2ccccc21,2012991,3.150116
CCCCOC(C)=O,2205224,5.4770639999999995
CC(C)NC(=O)/C(C#N)=C(\O)NC(C)C,4024035,4.073456
C[C@@H]1C(=O)Oc2ccccc2[C@@H]1CCC#N.C[C@H]1C(=O)Oc2ccccc2[C@H]1CCC#N,7154938,4.127978
C(=NN=Cc1c[nH]c2ccccc12)c1c[nH]c2ccccc12,2217771,2.315047
C=C[C@@H](c1ccc(OC)cc1)[C@H](C#N)c1ccc(OC)cc1,1517801,3.4849270000000003
CCC1(CC)C(=O)NC(=O)NC1=O.Nc1nc(N)nc(N)n1,7216545,3.488902
COc1cc(O)c([C@@]2(O)C(=O)N(Cc3ccccc3)c3ccccc32)cc1OC,7218782,2.761281
OC[C@H]1O[C@@H](OCCn2cc(-c3ccccn3)nn2)[C@H](O)[C@@H](O)[C@@H]1O,7003676,3.194559
O=C1OC(=O)c2ccc3c4c(ccc1c24)C(=O)OC3=O,2006823,1.967824
O=C1C=C[C@H]([C@@H](O)c2ccc(Br)cc2)O1,4102673,3.599308
O=[N+]([O-])C(c1nnn[n-]1)([N+](=O)[O-])[N+](=O)[O-].[NH4+],4335263,2.7653420000000004
O.O=C([O-])c1ccc(O)c(O)c1.O=C([O-])c1ccc(O)c(O)c1.[NH3+]CC[NH3+],2228025,3.2459590000000005
C/C(=C/C(=O)O)C(=O)O,2007015,3.9104599999999996
CC(C)(C)OC(=O)[C@]1(Cc2ccc(Br)cc2)CCC(c2ccccc2)=N1,7152830,3.4175760000000004
N#CC(C#N)=Cc1ccccc1OCCCCCCOc1ccccc1C=C(C#N)C#N,7211302,1.980728
CC(=O)O.COC(=O)c1[nH]nc2c1CCc1c-2[nH]c2ccccc12,2213149,2.363389
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,2007914,2.3203359999999997
CCN(CC)C1=NC(=O)NC=CC1,7150365,3.9032299999999998
CC(=O)Oc1ccc(O)c(/C(=C\C=C(/c2ccccc2)N2CCOCC2)[N+](=O)[O-])c1,7154908,1.9148040000000002
Cc1cc(Cl)c2c(C)cccc2n1,2226811,3.0003089999999997
[NH3+]CC(=O)[O-],4513000,5.073672999999999
CC(=O)/C(C#N)=C/c1ccc(C#N)o1,2006748,2.173609
COc1ccsc1C(C)=O,2105586,2.8180000000000005
O=Cc1cc(Cc2c[nH]c(C=O)c2)c[nH]1,4023913,2.575309
N#Cc1nnn2c(I)cccc12,4024218,2.613129
Nc1nc(-c2csc(N)n2)cs1,2201928,2.9484759999999994
COC(=O)[C@](C)(/N=C/c1ccccc1O)[C@@](C)(/N=C/c1ccccc1O)C(=O)OC,7153163,3.0938420000000004
CC1(C)OC[C@H]([C@H]2OC(=O)[C@@H](O)[C@@]2(C)O)O1,2214780,4.367727
O=C(O)Cc1ccc(O)cc1,2206112,4.035934
C1=NCCC1=C1c2ccccc2-c2ccccc21,1529280,2.1775089999999997
O=c1ccn(Cc2ccccc2)c(=O)[nH]1,2203540,3.660257
c1ccc(-c2ccc(-c3ccccc3)n2-c2ccccc2)cc1,4086042,2.9540359999999994
CC1(C)[C@H]2CC[C@@H](O)[C@@H]1C2,4027840,5.631413
Cc1ccc2[nH]c3c(c2c1)CCCC3=C(C#N)C#N,2232576,2.0635250000000003
COC(=O)C#Cc1cccc2cccc(OC)c12,7204362,2.179888
CCOC(=O)c1cocc1C(=O)O,2208349,3.6934839999999998
C[C@]12CC(=O)O[C@]13[C@H]1COC[C@]14C=C[C@H](O2)[C@H]3O4,7152987,4.095791
COC(=O)C(F)C(=O)OC,7219929,4.937056
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,2013641,5.763167999999999
[NH3+][C@@H](CO)C(=O)[O-],2105105,5.127025
O=C([O-])Cc1ccc(CC(=O)[O-])cc1.c1cc(-c2cc[nH+]cc2)cc[nH+]1,2223455,0.18608000000000002
C#Cc1ccc(C#C)cc1.C(#Cc1ccncc1)c1ccncc1,4501921,2.805045
